,dropoff_site,load_time,load_type,load_weight,dropoff_site_new,load_type_new
455814,HORNSBY BEND,2017-04-19 15:57:00,BRUSH,7380,3,6
492366,HORNSBY BEND,2017-04-19 16:00:00,YARD TRIMMING,19840,3,3
449832,HORNSBY BEND,2017-04-19 16:10:00,YARD TRIMMING,21280,3,3
415818,TDS LANDFILL,2017-04-19 16:15:00,GARBAGE COLLECTIONS,30340,1,1
96019,HORNSBY BEND,2017-04-19 16:16:00,YARD TRIMMING,8240,3,3
85737,TDS LANDFILL,2017-04-19 16:19:00,GARBAGE COLLECTIONS,10440,1,1
21379,TDS LANDFILL,2017-04-19 16:30:00,GARBAGE COLLECTIONS,13400,1,1
76789,HORNSBY BEND,2017-04-19 16:30:00,YARD TRIMMING,10120,3,3
436873,HORNSBY BEND,2017-04-19 16:30:00,YARD TRIMMING,5320,3,3
14378,TDS LANDFILL,2017-04-19 16:30:00,GARBAGE COLLECTIONS,25800,1,1
209065,TDS LANDFILL,2017-04-19 16:30:00,GARBAGE COLLECTIONS,7000,1,1
209604,TDS LANDFILL,2017-04-19 16:45:00,GARBAGE COLLECTIONS,18360,1,1
111917,HORNSBY BEND,2017-04-19 16:50:00,YARD TRIMMING,12280,3,3
389156,TDS LANDFILL,2017-04-19 16:50:00,GARBAGE COLLECTIONS,27080,1,1
552793,HORNSBY BEND,2017-04-19 16:58:00,YARD TRIMMING,11400,3,3
110773,TDS LANDFILL,2017-04-19 17:04:00,GARBAGE COLLECTIONS,26360,1,1
228022,HORNSBY BEND,2017-04-19 17:07:00,YARD TRIMMING,13600,3,3
342727,HORNSBY BEND,2017-04-19 17:08:00,YARD TRIMMING,13140,3,3
197134,HORNSBY BEND,2017-04-19 17:12:00,YARD TRIMMING,11300,3,3
378628,TDS LANDFILL,2017-04-19 17:15:00,GARBAGE COLLECTIONS,15540,1,1
531343,TDS LANDFILL,2017-04-19 17:27:00,GARBAGE COLLECTIONS,14540,1,1
56,TDS LANDFILL,2017-04-19 17:35:00,GARBAGE COLLECTIONS,20680,1,1
292384,TDS LANDFILL,2017-04-19 17:47:00,GARBAGE COLLECTIONS,13640,1,1
475341,TDS LANDFILL,2017-04-19 17:52:00,GARBAGE COLLECTIONS,6880,1,1
422427,TDS LANDFILL,2017-04-19 17:55:00,GARBAGE COLLECTIONS,19080,1,1
491274,TDS LANDFILL,2017-04-19 17:57:00,GARBAGE COLLECTIONS,15780,1,1
500663,TDS LANDFILL,2017-04-19 17:58:00,GARBAGE COLLECTIONS,19000,1,1
410374,TDS LANDFILL,2017-04-19 18:01:00,GARBAGE COLLECTIONS,18100,1,1
219433,TDS LANDFILL,2017-04-19 18:06:00,GARBAGE COLLECTIONS,9680,1,1
388108,TDS LANDFILL,2017-04-19 18:12:00,GARBAGE COLLECTIONS,21840,1,1
51260,TDS LANDFILL,2017-04-19 18:14:00,GARBAGE COLLECTIONS,22480,1,1
419374,TDS LANDFILL,2017-04-19 18:18:00,GARBAGE COLLECTIONS,20160,1,1
247805,TDS LANDFILL,2017-04-19 18:23:00,GARBAGE COLLECTIONS,17860,1,1
467213,TDS LANDFILL,2017-04-20 00:00:00,BULK,10220,1,5
165058,TDS LANDFILL,2017-04-20 00:00:00,BULK,6000,1,5
267191,HORNSBY BEND,2017-04-20 00:00:00,BRUSH,2800,3,6
341278,TDS LANDFILL,2017-04-20 00:00:00,BULK,8300,1,5
332744,TDS LANDFILL,2017-04-20 00:00:00,BULK,5420,1,5
466901,TDS LANDFILL,2017-04-20 00:00:00,BULK,11300,1,5
295663,TDS LANDFILL,2017-04-20 00:00:00,BULK,6680,1,5
561853,TDS LANDFILL,2017-04-20 00:00:00,BULK,14280,1,5
500930,TDS LANDFILL,2017-04-20 00:00:00,BULK,8860,1,5
266437,TDS LANDFILL,2017-04-20 00:00:00,BULK,12520,1,5
244647,TDS LANDFILL,2017-04-20 00:00:00,BULK,9560,1,5
284512,TDS LANDFILL,2017-04-20 00:00:00,BULK,5380,1,5
130454,TDS LANDFILL,2017-04-20 00:00:00,DEAD ANIMAL,260,1,7
539199,TDS LANDFILL,2017-04-20 00:00:00,BULK,5180,1,5
162657,TDS LANDFILL,2017-04-20 00:00:00,BULK,14740,1,5
135628,TDS LANDFILL,2017-04-20 00:00:00,BULK,8960,1,5
157643,TDS LANDFILL,2017-04-20 00:00:00,BULK,5000,1,5
15809,TDS LANDFILL,2017-04-20 00:00:00,BULK,11480,1,5
82440,TDS LANDFILL,2017-04-20 00:00:00,BULK,8880,1,5
417079,TDS LANDFILL,2017-04-20 00:00:00,BULK,6400,1,5
493199,TDS LANDFILL,2017-04-20 00:00:00,BULK,4740,1,5
155222,TDS LANDFILL,2017-04-20 00:00:00,BULK,3680,1,5
507500,TDS LANDFILL,2017-04-20 00:00:00,BULK,8460,1,5
441674,TDS LANDFILL,2017-04-20 00:00:00,DEAD ANIMAL,580,1,7
114471,ONION CREEK,2017-04-20 06:04:00,SWEEPING,0,5,4
114131,HORNSBY BEND,2017-04-20 07:20:00,YARD TRIMMING,11580,3,3
52989,TDS LANDFILL,2017-04-20 07:53:00,SWEEPING,12280,1,4
211513,TDS LANDFILL,2017-04-20 08:03:00,SWEEPING,19280,1,4
27860,ON ROUTE HIGH DUMP,2017-04-20 08:34:00,SWEEPING,0,7,4
79706,HORNSBY BEND,2017-04-20 08:49:00,BRUSH,5660,3,6
218865,BALCONES RECYCLING,2017-04-20 09:25:00,RECYCLING - SINGLE STREAM,6060,2,2
500018,HORNSBY BEND,2017-04-20 09:28:00,BRUSH,5500,3,6
202564,BALCONES RECYCLING,2017-04-20 09:30:00,RECYCLING - SINGLE STREAM,11800,2,2
136930,TDS LANDFILL,2017-04-20 09:54:00,GARBAGE COLLECTIONS,13160,1,1
78423,BALCONES RECYCLING,2017-04-20 09:57:00,RECYCLING - SINGLE STREAM,11040,2,2
364267,BALCONES RECYCLING,2017-04-20 09:58:00,RECYCLING - SINGLE STREAM,11060,2,2
18192,BALCONES RECYCLING,2017-04-20 10:00:00,RECYCLING - SINGLE STREAM,11420,2,2
503363,TDS LANDFILL,2017-04-20 10:01:00,GARBAGE COLLECTIONS,920,1,1
419750,ON ROUTE HIGH DUMP,2017-04-20 10:05:00,SWEEPING,0,7,4
231223,BALCONES RECYCLING,2017-04-20 10:14:00,RECYCLING - SINGLE STREAM,11857,2,2
25518,BALCONES RECYCLING,2017-04-20 10:15:00,RECYCLING - SINGLE STREAM,13000,2,2
407251,BALCONES RECYCLING,2017-04-20 10:20:00,RECYCLING - SINGLE STREAM,13900,2,2
357329,BRAKER SITE,2017-04-20 10:20:00,YARD TRIMMING,16500,6,3
25415,HORNSBY BEND,2017-04-20 10:21:00,BRUSH,9100,3,6
54359,BALCONES RECYCLING,2017-04-20 10:22:00,RECYCLING - SINGLE STREAM,14040,2,2
267818,BRAKER SITE,2017-04-20 10:23:00,YARD TRIMMING,16500,6,3
553072,BALCONES RECYCLING,2017-04-20 10:28:00,RECYCLING - SINGLE STREAM,11734,2,2
295024,HORNSBY BEND,2017-04-20 10:29:00,BRUSH,6240,3,6
493503,TDS LANDFILL,2017-04-20 10:35:00,GARBAGE COLLECTIONS,15760,1,1
561665,BALCONES RECYCLING,2017-04-20 10:38:00,RECYCLING - SINGLE STREAM,14800,2,2
391780,BALCONES RECYCLING,2017-04-20 10:39:00,RECYCLING - SINGLE STREAM,14500,2,2
62941,BRAKER SITE,2017-04-20 10:40:00,YARD TRIMMING,16500,6,3
354155,BALCONES RECYCLING,2017-04-20 10:40:00,RECYCLING - SINGLE STREAM,14420,2,2
109192,ON ROUTE HIGH DUMP,2017-04-20 10:40:00,SWEEPING,0,7,4
174885,BALCONES RECYCLING,2017-04-20 10:41:00,RECYCLING - SINGLE STREAM,12160,2,2
196382,TDS LANDFILL,2017-04-20 10:45:00,GARBAGE COLLECTIONS,20360,1,1
142329,ON ROUTE HIGH DUMP,2017-04-20 10:45:00,SWEEPING,0,7,4
491306,BALCONES RECYCLING,2017-04-20 10:48:00,RECYCLING - SINGLE STREAM,11160,2,2
196848,HORNSBY BEND,2017-04-20 10:53:00,BRUSH,8360,3,6
382825,BALCONES RECYCLING,2017-04-20 10:54:00,RECYCLING - SINGLE STREAM,12473,2,2
98915,ON ROUTE HIGH DUMP,2017-04-20 11:00:00,SWEEPING,0,7,4
319191,TDS - MRF,2017-04-20 11:01:00,RECYCLING - SINGLE STREAM,280,4,2
208653,BALCONES RECYCLING,2017-04-20 11:03:00,RECYCLING - SINGLE STREAM,10440,2,2
230730,BRAKER SITE,2017-04-20 11:05:00,YARD TRIMMING,7000,6,3
405130,ON ROUTE HIGH DUMP,2017-04-20 11:05:00,SWEEPING,0,7,4
343524,BRAKER SITE,2017-04-20 11:05:00,YARD TRIMMING,16500,6,3
71052,BALCONES RECYCLING,2017-04-20 11:33:00,RECYCLING - SINGLE STREAM,12280,2,2
441472,TDS LANDFILL,2017-04-20 11:33:00,MIXED LITTER,2320,1,7
217121,BALCONES RECYCLING,2017-04-20 11:38:00,RECYCLING - SINGLE STREAM,10240,2,2
519413,TDS LANDFILL,2017-04-20 11:42:00,GARBAGE COLLECTIONS,6300,1,1
332722,ONION CREEK,2017-04-20 11:44:00,SWEEPING,0,5,4
441690,TDS LANDFILL,2017-04-20 11:47:00,GARBAGE COLLECTIONS,18480,1,1
418744,HORNSBY BEND,2017-04-20 11:54:00,YARD TRIMMING,4720,3,3
440788,HORNSBY BEND,2017-04-20 11:55:00,BRUSH,4640,3,6
16811,ON ROUTE HIGH DUMP,2017-04-20 11:55:00,SWEEPING,0,7,4
325286,TDS LANDFILL,2017-04-20 11:58:00,MIXED LITTER,1000,1,7
483248,ONION CREEK,2017-04-20 12:00:00,SWEEPING,0,5,4
438597,TDS LANDFILL,2017-04-20 12:01:00,GARBAGE COLLECTIONS,10020,1,1
212639,ON ROUTE HIGH DUMP,2017-04-20 12:05:00,SWEEPING,0,7,4
212832,ONION CREEK,2017-04-20 12:05:00,SWEEPING,0,5,4
254735,TDS LANDFILL,2017-04-20 12:05:00,GARBAGE COLLECTIONS,18380,1,1
321865,TDS LANDFILL,2017-04-20 12:06:00,GARBAGE COLLECTIONS,15320,1,1
257805,TDS LANDFILL,2017-04-20 12:07:00,GARBAGE COLLECTIONS,3780,1,1
204469,TDS - MRF,2017-04-20 12:09:00,RECYCLING - SINGLE STREAM,120,4,2
346032,ONION CREEK,2017-04-20 12:15:00,SWEEPING,0,5,4
434288,TDS LANDFILL,2017-04-20 12:23:00,GARBAGE COLLECTIONS,8120,1,1
385715,BRAKER SITE,2017-04-20 12:25:00,YARD TRIMMING,16500,6,3
332975,TDS LANDFILL,2017-04-20 12:25:00,SWEEPING,3500,1,4
124020,ORGANICS BY GOSH,2017-04-20 12:37:00,YARD TRIMMING,13740,8,3
415173,TDS LANDFILL,2017-04-20 12:51:00,GARBAGE COLLECTIONS,24800,1,1
402005,ORGANICS BY GOSH,2017-04-20 12:52:00,YARD TRIMMING,12560,8,3
329881,BALCONES RECYCLING,2017-04-20 12:53:00,RECYCLING - SINGLE STREAM,5720,2,2
560227,ONION CREEK,2017-04-20 12:53:00,SWEEPING,0,5,4
259977,TDS LANDFILL,2017-04-20 12:55:00,GARBAGE COLLECTIONS,22600,1,1
141709,ORGANICS BY GOSH,2017-04-20 12:55:00,YARD TRIMMING,13340,8,3
150439,TDS LANDFILL,2017-04-20 13:00:00,GARBAGE COLLECTIONS,28320,1,1
239850,BALCONES RECYCLING,2017-04-20 13:01:00,RECYCLING - SINGLE STREAM,13160,2,2
95852,TDS LANDFILL,2017-04-20 13:02:00,SWEEPING,4680,1,4
145678,BALCONES RECYCLING,2017-04-20 13:07:00,RECYCLING - SINGLE STREAM,6840,2,2
244062,BALCONES RECYCLING,2017-04-20 13:08:00,RECYCLING - SINGLE STREAM,2380,2,2
315435,BALCONES RECYCLING,2017-04-20 13:09:00,RECYCLING - SINGLE STREAM,4433,2,2
237082,BALCONES RECYCLING,2017-04-20 13:10:00,RECYCLING - SINGLE STREAM,10320,2,2
58920,TDS LANDFILL,2017-04-20 13:10:00,GARBAGE COLLECTIONS,3260,1,1
16338,TDS LANDFILL,2017-04-20 13:12:00,GARBAGE COLLECTIONS,22260,1,1
39443,BALCONES RECYCLING,2017-04-20 13:12:00,RECYCLING - SINGLE STREAM,1720,2,2
541014,BALCONES RECYCLING,2017-04-20 13:12:00,RECYCLING - SINGLE STREAM,5480,2,2
55508,TDS LANDFILL,2017-04-20 13:15:00,GARBAGE COLLECTIONS,7980,1,1
518474,BALCONES RECYCLING,2017-04-20 13:15:00,RECYCLING - SINGLE STREAM,9440,2,2
37967,BALCONES RECYCLING,2017-04-20 13:15:00,RECYCLING - SINGLE STREAM,11480,2,2
270135,HORNSBY BEND,2017-04-20 13:21:00,YARD TRIMMING,12780,3,3
227683,ORGANICS BY GOSH,2017-04-20 13:23:00,YARD TRIMMING,14300,8,3
85027,HORNSBY BEND,2017-04-20 13:24:00,BRUSH,5360,3,6
543047,BALCONES RECYCLING,2017-04-20 13:24:00,RECYCLING - SINGLE STREAM,6100,2,2
384442,BALCONES RECYCLING,2017-04-20 13:26:00,RECYCLING - SINGLE STREAM,5180,2,2
273298,BALCONES RECYCLING,2017-04-20 13:28:00,RECYCLING - SINGLE STREAM,8394,2,2
377681,BALCONES RECYCLING,2017-04-20 13:29:00,RECYCLING - SINGLE STREAM,17190,2,2
210815,BALCONES RECYCLING,2017-04-20 13:31:00,RECYCLING - SINGLE STREAM,9300,2,2
191989,BALCONES RECYCLING,2017-04-20 13:34:00,RECYCLING - SINGLE STREAM,16070,2,2
312205,TDS LANDFILL,2017-04-20 13:38:00,GARBAGE COLLECTIONS,20340,1,1
470095,TDS LANDFILL,2017-04-20 13:39:00,GARBAGE COLLECTIONS,29700,1,1
361096,ONION CREEK,2017-04-20 13:40:00,SWEEPING,0,5,4
20233,BALCONES RECYCLING,2017-04-20 13:42:00,RECYCLING - SINGLE STREAM,2500,2,2
305855,TDS LANDFILL,2017-04-20 13:45:00,GARBAGE COLLECTIONS,22180,1,1
167376,TDS LANDFILL,2017-04-20 13:48:00,GARBAGE COLLECTIONS,29460,1,1
373801,BALCONES RECYCLING,2017-04-20 13:52:00,RECYCLING - SINGLE STREAM,9157,2,2
135569,HORNSBY BEND,2017-04-20 13:53:00,YARD TRIMMING,5960,3,3
377135,TDS LANDFILL,2017-04-20 13:54:00,GARBAGE COLLECTIONS,14680,1,1
315128,BALCONES RECYCLING,2017-04-20 13:55:00,RECYCLING - SINGLE STREAM,20520,2,2
145994,HORNSBY BEND,2017-04-20 13:57:00,YARD TRIMMING,17820,3,3
474839,BALCONES RECYCLING,2017-04-20 13:57:00,RECYCLING - SINGLE STREAM,8620,2,2
185219,TDS LANDFILL,2017-04-20 14:00:00,GARBAGE COLLECTIONS,20920,1,1
339503,BALCONES RECYCLING,2017-04-20 14:01:00,RECYCLING - SINGLE STREAM,9800,2,2
130273,TDS LANDFILL,2017-04-20 14:01:00,GARBAGE COLLECTIONS,25460,1,1
384955,TDS LANDFILL,2017-04-20 14:03:00,GARBAGE COLLECTIONS,24960,1,1
44731,BALCONES RECYCLING,2017-04-20 14:03:00,RECYCLING - SINGLE STREAM,5740,2,2
294579,BALCONES RECYCLING,2017-04-20 14:04:00,RECYCLING - SINGLE STREAM,13760,2,2
269,TDS LANDFILL,2017-04-20 14:09:00,GARBAGE COLLECTIONS,27760,1,1
425726,TDS LANDFILL,2017-04-20 14:12:00,GARBAGE COLLECTIONS,26820,1,1
494003,TDS LANDFILL,2017-04-20 14:15:00,GARBAGE COLLECTIONS,20680,1,1
190440,BALCONES RECYCLING,2017-04-20 14:16:00,RECYCLING - SINGLE STREAM,5120,2,2
299711,BALCONES RECYCLING,2017-04-20 14:18:00,RECYCLING - SINGLE STREAM,18020,2,2
436021,TDS LANDFILL,2017-04-20 14:19:00,GARBAGE COLLECTIONS,26120,1,1
265924,TDS LANDFILL,2017-04-20 14:19:00,GARBAGE COLLECTIONS,26900,1,1
237709,HORNSBY BEND,2017-04-20 14:22:00,YARD TRIMMING,5040,3,3
224597,TDS LANDFILL,2017-04-20 14:23:00,GARBAGE COLLECTIONS,19960,1,1
424826,TDS LANDFILL,2017-04-20 14:27:00,GARBAGE COLLECTIONS,22220,1,1
55884,TDS LANDFILL,2017-04-20 14:28:00,GARBAGE COLLECTIONS,26340,1,1
368977,BALCONES RECYCLING,2017-04-20 14:29:00,RECYCLING - SINGLE STREAM,7400,2,2
138842,TDS LANDFILL,2017-04-20 14:30:00,GARBAGE COLLECTIONS,27240,1,1
475283,HORNSBY BEND,2017-04-20 14:30:00,YARD TRIMMING,9700,3,3
286889,TDS LANDFILL,2017-04-20 14:30:00,GARBAGE COLLECTIONS,25140,1,1
71301,HORNSBY BEND,2017-04-20 14:31:00,YARD TRIMMING,12500,3,3
456137,BALCONES RECYCLING,2017-04-20 14:31:00,RECYCLING - SINGLE STREAM,5500,2,2
437664,TDS LANDFILL,2017-04-20 14:40:00,GARBAGE COLLECTIONS,28940,1,1
176246,TDS LANDFILL,2017-04-20 14:45:00,GARBAGE COLLECTIONS,21280,1,1
322703,TDS LANDFILL,2017-04-20 14:45:00,GARBAGE COLLECTIONS,21340,1,1
230594,BALCONES RECYCLING,2017-04-20 14:49:00,RECYCLING - SINGLE STREAM,15080,2,2
143496,TDS LANDFILL,2017-04-20 15:01:00,GARBAGE COLLECTIONS,27500,1,1
338150,TDS LANDFILL,2017-04-20 15:03:00,GARBAGE COLLECTIONS,24900,1,1
349106,TDS LANDFILL,2017-04-20 15:05:00,GARBAGE COLLECTIONS,27740,1,1
489352,TDS LANDFILL,2017-04-20 15:08:00,GARBAGE COLLECTIONS,23600,1,1
285675,HORNSBY BEND,2017-04-20 15:13:00,YARD TRIMMING,19100,3,3
478096,TDS LANDFILL,2017-04-20 15:13:00,GARBAGE COLLECTIONS,27180,1,1
89619,TDS LANDFILL,2017-04-20 15:14:00,GARBAGE COLLECTIONS,26800,1,1
123510,TDS LANDFILL,2017-04-20 15:15:00,GARBAGE COLLECTIONS,23340,1,1
12342,TDS LANDFILL,2017-04-20 15:15:00,GARBAGE COLLECTIONS,14540,1,1
129324,HORNSBY BEND,2017-04-20 15:19:00,BRUSH,7520,3,6
441900,TDS LANDFILL,2017-04-20 15:20:00,GARBAGE COLLECTIONS,24060,1,1
397797,HORNSBY BEND,2017-04-20 15:22:00,YARD TRIMMING,1860,3,3
370582,TDS LANDFILL,2017-04-20 15:28:00,GARBAGE COLLECTIONS,21820,1,1
315526,TDS LANDFILL,2017-04-20 15:34:00,GARBAGE COLLECTIONS,15120,1,1
173548,TDS LANDFILL,2017-04-20 15:39:00,GARBAGE COLLECTIONS,19540,1,1
146869,HORNSBY BEND,2017-04-20 15:40:00,YARD TRIMMING,20960,3,3
321474,HORNSBY BEND,2017-04-20 15:42:00,YARD TRIMMING,18300,3,3
310087,HORNSBY BEND,2017-04-20 15:45:00,BRUSH,6100,3,6
308458,TDS LANDFILL,2017-04-20 15:46:00,GARBAGE COLLECTIONS,20340,1,1
243530,HORNSBY BEND,2017-04-20 15:48:00,YARD TRIMMING,14320,3,3
448659,HORNSBY BEND,2017-04-20 15:48:00,YARD TRIMMING,14320,3,3
305698,HORNSBY BEND,2017-04-20 15:51:00,YARD TRIMMING,18120,3,3
470865,TDS LANDFILL,2017-04-20 15:52:00,GARBAGE COLLECTIONS,12920,1,1
22610,TDS LANDFILL,2017-04-20 15:55:00,GARBAGE COLLECTIONS,13880,1,1
264981,TDS LANDFILL,2017-04-20 15:57:00,GARBAGE COLLECTIONS,17740,1,1
10589,HORNSBY BEND,2017-04-20 15:57:00,BRUSH,2700,3,6
74570,HORNSBY BEND,2017-04-20 15:59:00,BRUSH,12560,3,6
318864,TDS LANDFILL,2017-04-21 00:00:00,BULK,7700,1,5
69451,TDS - MRF,2017-04-21 00:00:00,RECYCLING - SINGLE STREAM,80,4,2
97850,TDS LANDFILL,2017-04-21 00:00:00,BULK,10320,1,5
120784,TDS LANDFILL,2017-04-21 00:00:00,DEAD ANIMAL,380,1,7
563567,TDS LANDFILL,2017-04-21 00:00:00,BULK,13680,1,5
363800,TDS LANDFILL,2017-04-21 00:00:00,BULK,8360,1,5
232958,TDS LANDFILL,2017-04-21 00:00:00,BULK,11840,1,5
221201,TDS LANDFILL,2017-04-21 00:00:00,BULK,3900,1,5
467113,TDS LANDFILL,2017-04-21 00:00:00,LITTER,820,1,7
502108,BALCONES RECYCLING,2017-04-21 00:00:00,RECYCLING - SINGLE STREAM,0,2,2
44928,TDS LANDFILL,2017-04-21 00:00:00,BULK,10360,1,5
481028,TDS - MRF,2017-04-21 00:00:00,RECYCLING - SINGLE STREAM,180,4,2
47552,TDS LANDFILL,2017-04-21 01:06:00,GARBAGE COLLECTIONS,14920,1,1
546348,TDS LANDFILL,2017-04-21 01:07:00,GARBAGE COLLECTIONS,21220,1,1
120119,TDS LANDFILL,2017-04-21 01:07:00,GARBAGE COLLECTIONS,17380,1,1
250295,BALCONES RECYCLING,2017-04-21 01:21:00,RECYCLING - SINGLE STREAM,6360,2,2
14920,BALCONES RECYCLING,2017-04-21 01:22:00,RECYCLING - SINGLE STREAM,5380,2,2
232963,BALCONES RECYCLING,2017-04-21 01:25:00,RECYCLING - SINGLE STREAM,3540,2,2
505910,BALCONES RECYCLING,2017-04-21 01:26:00,RECYCLING - SINGLE STREAM,4820,2,2
226516,BALCONES RECYCLING,2017-04-21 01:53:00,RECYCLING - SINGLE STREAM,7080,2,2
514977,HORNSBY BEND,2017-04-21 06:55:00,YARD TRIMMING,9620,3,3
394392,TDS LANDFILL,2017-04-21 07:17:00,GARBAGE COLLECTIONS,15800,1,1
16278,TDS LANDFILL,2017-04-21 07:51:00,SWEEPING,2880,1,4
40497,TDS LANDFILL,2017-04-21 08:02:00,SWEEPING,6980,1,4
298649,ORGANICS BY GOSH,2017-04-21 08:06:00,YARD TRIMMING,15020,8,3
243306,ORGANICS BY GOSH,2017-04-21 08:06:00,YARD TRIMMING,17300,8,3
134003,BALCONES RECYCLING,2017-04-21 09:00:00,RECYCLING - SINGLE STREAM,12680,2,2
175627,BALCONES RECYCLING,2017-04-21 09:18:00,RECYCLING - SINGLE STREAM,8780,2,2
17484,ON ROUTE HIGH DUMP,2017-04-21 09:20:00,SWEEPING,0,7,4
190959,ON ROUTE HIGH DUMP,2017-04-21 09:30:00,SWEEPING,0,7,4
454092,ON ROUTE HIGH DUMP,2017-04-21 09:30:00,SWEEPING,0,7,4
313845,BALCONES RECYCLING,2017-04-21 09:50:00,RECYCLING - SINGLE STREAM,3800,2,2
219155,BALCONES RECYCLING,2017-04-21 09:55:00,RECYCLING - SINGLE STREAM,13680,2,2
197142,BALCONES RECYCLING,2017-04-21 10:00:00,RECYCLING - SINGLE STREAM,11760,2,2
62543,BALCONES RECYCLING,2017-04-21 10:00:00,RECYCLING - SINGLE STREAM,14400,2,2
51158,ON ROUTE HIGH DUMP,2017-04-21 10:15:00,SWEEPING,0,7,4
176959,ONION CREEK,2017-04-21 10:15:00,SWEEPING,0,5,4
106173,BALCONES RECYCLING,2017-04-21 10:22:00,RECYCLING - SINGLE STREAM,14774,2,2
101986,BALCONES RECYCLING,2017-04-21 10:42:00,RECYCLING - SINGLE STREAM,8480,2,2
425211,BALCONES RECYCLING,2017-04-21 10:42:00,RECYCLING - SINGLE STREAM,13240,2,2
362952,TDS LANDFILL,2017-04-21 10:44:00,SWEEPING,6860,1,4
319599,ON ROUTE HIGH DUMP,2017-04-21 10:45:00,SWEEPING,0,7,4
548245,BALCONES RECYCLING,2017-04-21 10:45:00,RECYCLING - SINGLE STREAM,11720,2,2
184448,BALCONES RECYCLING,2017-04-21 10:47:00,RECYCLING - SINGLE STREAM,12340,2,2
456087,BALCONES RECYCLING,2017-04-21 10:48:00,RECYCLING - SINGLE STREAM,4480,2,2
487887,BRAKER SITE,2017-04-21 10:50:00,YARD TRIMMING,16500,6,3
166786,BALCONES RECYCLING,2017-04-21 10:55:00,RECYCLING - SINGLE STREAM,13600,2,2
211101,BALCONES RECYCLING,2017-04-21 10:58:00,RECYCLING - SINGLE STREAM,13420,2,2
157132,TDS LANDFILL,2017-04-21 11:06:00,GARBAGE COLLECTIONS,9540,1,1
116701,BALCONES RECYCLING,2017-04-21 11:08:00,RECYCLING - SINGLE STREAM,9920,2,2
456214,BRAKER SITE,2017-04-21 11:15:00,YARD TRIMMING,16500,6,3
228497,BALCONES RECYCLING,2017-04-21 11:17:00,RECYCLING - SINGLE STREAM,11900,2,2
26275,ONION CREEK,2017-04-21 11:20:00,SWEEPING,0,5,4
76912,TDS LANDFILL,2017-04-21 11:22:00,GARBAGE COLLECTIONS,9860,1,1
147576,HORNSBY BEND,2017-04-21 11:26:00,YARD TRIMMING,10560,3,3
35951,HORNSBY BEND,2017-04-21 11:30:00,YARD TRIMMING,7320,3,3
50756,ON ROUTE HIGH DUMP,2017-04-21 11:33:00,SWEEPING,0,7,4
557096,TDS LANDFILL,2017-04-21 11:38:00,SWEEPING,8440,1,4
429627,TDS LANDFILL,2017-04-21 11:39:00,GARBAGE COLLECTIONS,7440,1,1
160591,TDS LANDFILL,2017-04-21 11:48:00,GARBAGE COLLECTIONS,7700,1,1
111843,BRAKER SITE,2017-04-21 11:50:00,YARD TRIMMING,16500,6,3
438194,BRAKER SITE,2017-04-21 12:00:00,YARD TRIMMING,16500,6,3
417547,BALCONES RECYCLING,2017-04-21 12:00:00,RECYCLING - SINGLE STREAM,6940,2,2
251024,ONION CREEK,2017-04-21 12:00:00,SWEEPING,0,5,4
489953,ONION CREEK,2017-04-21 12:00:00,SWEEPING,0,5,4
469652,ONION CREEK,2017-04-21 12:00:00,SWEEPING,0,5,4
40681,TDS LANDFILL,2017-04-21 12:15:00,GARBAGE COLLECTIONS,18160,1,1
175085,BALCONES RECYCLING,2017-04-21 12:15:00,RECYCLING - SINGLE STREAM,19477,2,2
308237,BALCONES RECYCLING,2017-04-21 12:17:00,RECYCLING - SINGLE STREAM,15140,2,2
292242,HORNSBY BEND,2017-04-21 12:18:00,YARD TRIMMING,20360,3,3
306187,BALCONES RECYCLING,2017-04-21 12:21:00,RECYCLING - SINGLE STREAM,12140,2,2
239098,TDS LANDFILL,2017-04-21 12:21:00,GARBAGE COLLECTIONS,23040,1,1
89944,TDS LANDFILL,2017-04-21 12:25:00,GARBAGE COLLECTIONS,7500,1,1
61356,BALCONES RECYCLING,2017-04-21 12:27:00,RECYCLING - SINGLE STREAM,8580,2,2
153733,TDS LANDFILL,2017-04-21 12:27:00,GARBAGE COLLECTIONS,18680,1,1
539105,BRAKER SITE,2017-04-21 12:30:00,YARD TRIMMING,16500,6,3
303574,TDS LANDFILL,2017-04-21 12:38:00,GARBAGE COLLECTIONS,14500,1,1
333240,TDS LANDFILL,2017-04-21 12:40:00,GARBAGE COLLECTIONS,11160,1,1
371760,TDS LANDFILL,2017-04-21 12:40:00,GARBAGE COLLECTIONS,20560,1,1
411442,TDS LANDFILL,2017-04-21 12:40:00,GARBAGE COLLECTIONS,6040,1,1
91421,TDS LANDFILL,2017-04-21 12:44:00,GARBAGE COLLECTIONS,8720,1,1
479869,TDS LANDFILL,2017-04-21 12:44:00,GARBAGE COLLECTIONS,25260,1,1
414916,TDS LANDFILL,2017-04-21 12:45:00,GARBAGE COLLECTIONS,13960,1,1
291388,TDS LANDFILL,2017-04-21 12:45:00,GARBAGE COLLECTIONS,9800,1,1
146225,TDS LANDFILL,2017-04-21 12:45:00,GARBAGE COLLECTIONS,23840,1,1
34701,BALCONES RECYCLING,2017-04-21 12:45:00,RECYCLING - SINGLE STREAM,1840,2,2
469495,TDS LANDFILL,2017-04-21 12:45:00,GARBAGE COLLECTIONS,18200,1,1
